component,value,count
geometry,5.358,5
geometry,5.359,1
geometry,5.36,2
geometry,5.361,3
geometry,5.362,2
geometry,5.363,1
geometry,5.364,2
geometry,5.366,1
geometry,5.367,1
geometry,5.368,1
geometry,5.369,2
geometry,5.371,2
geometry,5.372,2
geometry,5.373,2
geometry,5.374,4
geometry,5.375,2
geometry,5.377,3
geometry,5.378,2
geometry,5.381,4
geometry,5.382,3
geometry,5.383,4
geometry,5.385,2
geometry,5.386,4
geometry,5.387,1
geometry,5.388,3
geometry,5.389,2
geometry,5.39,1
geometry,5.391,2
geometry,5.392,1
geometry,5.393,2
geometry,5.394,3
geometry,5.395,3
geometry,5.396,2
geometry,5.397,1
geometry,5.399,1
geometry,5.4,2
geometry,5.401,4
geometry,5.403,4
geometry,5.404,1
geometry,5.405,2
geometry,5.408,3
geometry,5.409,1
geometry,5.41,3
geometry,5.411,1
geometry,5.412,2
geometry,5.413,2
geometry,5.414,3
geometry,5.416,3
geometry,5.417,3
geometry,5.418,2
geometry,5.419,3
geometry,5.42,6
geometry,5.422,4
geometry,5.423,1
geometry,5.425,3
geometry,5.426,1
geometry,5.427,3
geometry,5.428,1
geometry,5.429,5
geometry,5.43,1
geometry,5.431,3
geometry,5.432,2
geometry,5.433,4
geometry,5.434,2
geometry,5.435,1
geometry,5.436,3
geometry,5.437,1
geometry,5.438,1
geometry,5.439,6
geometry,5.441,1
geometry,5.442,2
geometry,5.443,3
geometry,5.446,4
geometry,5.447,1
geometry,5.448,1
geometry,5.449,1
geometry,5.45,1
geometry,5.452,2
geometry,5.453,1
geometry,5.454,3
geometry,5.455,1
geometry,5.456,1
geometry,5.457,1
geometry,5.458,2
geometry,5.459,2
geometry,5.461,3
geometry,5.463,1
geometry,5.464,1
geometry,5.465,3
geometry,5.466,2
geometry,5.467,3
geometry,5.468,1
geometry,5.469,1
geometry,5.47,2
geometry,5.471,1
geometry,5.472,4
geometry,5.473,2
geometry,5.474,2
geometry,5.475,1
geometry,5.476,1
geometry,5.477,2
geometry,5.478,2
geometry,5.479,2
geometry,5.48,3
geometry,5.481,4
geometry,5.483,1
geometry,5.484,4
geometry,5.486,2
geometry,5.487,2
geometry,5.488,3
geometry,5.489,3
geometry,5.49,1
geometry,5.491,1
geometry,5.492,6
geometry,5.494,1
geometry,5.495,3
geometry,5.496,2
geometry,5.497,2
geometry,5.498,5
geometry,5.499,3
geometry,5.5,1
geometry,5.501,1
geometry,5.502,2
geometry,5.503,1
geometry,5.504,1
geometry,5.505,2
geometry,5.506,1
geometry,5.507,4
geometry,5.511,3
geometry,5.514,2
geometry,5.515,3
geometry,5.516,7
geometry,5.518,2
geometry,5.521,1
geometry,5.522,2
geometry,5.523,3
geometry,5.524,3
geometry,5.525,2
geometry,5.526,2
geometry,5.527,2
geometry,5.528,1
geometry,5.53,1
geometry,5.531,3
geometry,5.532,6
geometry,5.533,2
geometry,5.534,1
geometry,5.536,2
geometry,5.538,1
geometry,5.539,2
geometry,5.54,2
geometry,5.542,3
geometry,5.543,2
geometry,5.544,2
geometry,5.545,1
geometry,5.546,2
geometry,5.547,1
geometry,5.548,2
geometry,5.549,1
geometry,5.55,2
geometry,5.552,2
geometry,5.553,3
geometry,5.554,1
geometry,5.555,2
geometry,5.557,1
geometry,5.558,2
geometry,5.559,1
geometry,5.56,3
geometry,5.562,1
geometry,5.563,1
geometry,5.565,1
geometry,5.567,2
geometry,5.568,5
geometry,5.569,3
geometry,5.57,2
geometry,5.571,2
geometry,5.572,1
geometry,5.573,4
geometry,5.574,5
geometry,5.575,1
geometry,5.576,2
geometry,5.577,2
geometry,5.578,1
geometry,5.579,1
geometry,5.58,1
geometry,5.581,3
geometry,5.582,2
geometry,5.583,2
geometry,5.584,1
geometry,5.586,3
geometry,5.587,1
geometry,5.588,1
geometry,5.59,3
geometry,5.592,1
geometry,5.593,1
geometry,5.594,2
geometry,5.595,3
geometry,5.596,3
geometry,5.597,3
geometry,5.598,5
geometry,5.6,1
geometry,5.601,3
geometry,5.602,2
geometry,5.603,1
geometry,5.605,3
geometry,5.606,2
geometry,5.607,2
geometry,5.608,3
geometry,5.609,2
geometry,5.61,2
geometry,5.611,2
geometry,5.612,3
geometry,5.613,3
geometry,5.614,2
geometry,5.615,5
geometry,5.616,5
geometry,5.617,1
geometry,5.618,1
geometry,5.619,3
geometry,5.62,4
geometry,5.621,3
geometry,5.622,2
geometry,5.624,3
geometry,5.625,1
geometry,5.626,4
geometry,5.627,4
geometry,5.628,2
geometry,5.629,1
geometry,5.63,3
geometry,5.631,2
geometry,5.632,1
geometry,5.633,1
geometry,5.634,2
geometry,5.635,2
geometry,5.636,3
geometry,5.637,1
geometry,5.638,2
geometry,5.64,1
geometry,5.642,2
geometry,5.643,1
geometry,5.644,2
geometry,5.645,3
geometry,5.647,1
geometry,5.648,1
geometry,5.649,3
geometry,5.651,6
geometry,5.653,5
geometry,5.654,1
geometry,5.655,3
geometry,5.656,2
geometry,5.657,1
geometry,5.658,1
geometry,5.659,2
geometry,5.66,3
geometry,5.661,2
geometry,5.662,2
geometry,5.663,3
geometry,5.664,2
geometry,5.665,2
geometry,5.666,3
geometry,5.667,2
geometry,5.668,1
geometry,5.669,2
geometry,5.67,3
geometry,5.671,1
geometry,5.673,2
geometry,5.674,1
geometry,5.675,5
geometry,5.676,1
geometry,5.677,1
geometry,5.678,3
geometry,5.679,1
geometry,5.68,1
geometry,5.681,2
geometry,5.682,2
geometry,5.683,1
geometry,5.684,3
geometry,5.686,1
geometry,5.688,4
geometry,5.689,3
geometry,5.69,2
geometry,5.691,2
geometry,5.692,4
geometry,5.693,4
geometry,5.694,1
geometry,5.695,1
geometry,5.697,1
geometry,5.698,1
geometry,5.699,2
geometry,5.7,5
geometry,5.702,1
geometry,5.703,1
geometry,5.704,4
geometry,5.706,2
geometry,5.707,2
geometry,5.708,1
geometry,5.709,2
geometry,5.71,2
geometry,5.712,2
geometry,5.715,2
geometry,5.716,3
geometry,5.717,1
geometry,5.718,1
geometry,5.719,2
geometry,5.72,4
geometry,5.721,3
geometry,5.722,1
geometry,5.723,2
geometry,5.724,4
geometry,5.725,3
geometry,5.726,2
geometry,5.727,1
geometry,5.728,2
geometry,5.729,3
geometry,5.73,1
geometry,5.731,1
geometry,5.734,3
geometry,5.736,4
geometry,5.737,2
geometry,5.738,3
geometry,5.74,1
geometry,5.741,1
geometry,5.742,1
geometry,5.744,1
geometry,5.746,3
geometry,5.747,2
geometry,5.748,1
geometry,5.749,1
geometry,5.75,1
geometry,5.751,4
geometry,5.753,2
geometry,5.754,3
geometry,5.755,1
geometry,5.757,4
geometry,5.759,2
geometry,5.764,1
geometry,5.765,2
geometry,5.766,2
geometry,5.767,1
geometry,5.768,1
geometry,5.769,1
geometry,5.77,1
geometry,5.771,2
geometry,5.772,1
geometry,5.774,1
geometry,5.775,1
geometry,5.777,4
geometry,5.778,3
geometry,5.78,1
geometry,5.781,2
geometry,5.783,1
geometry,5.784,1
geometry,5.785,1
geometry,5.786,2
geometry,5.787,1
geometry,5.788,1
geometry,5.789,2
geometry,5.79,2
geometry,5.791,4
geometry,5.792,2
geometry,5.793,1
geometry,5.794,2
geometry,5.795,3
geometry,5.796,2
geometry,5.797,1
geometry,5.798,2
geometry,5.799,1
geometry,5.801,1
geometry,5.802,6
geometry,5.803,2
geometry,5.804,3
geometry,5.805,2
geometry,5.806,2
geometry,5.807,3
geometry,5.808,1
geometry,5.81,3
geometry,5.812,3
geometry,5.813,3
geometry,5.814,2
geometry,5.815,2
geometry,5.816,3
geometry,5.817,2
geometry,5.818,1
geometry,5.819,2
geometry,5.82,1
geometry,5.821,2
geometry,5.822,2
geometry,5.823,3
geometry,5.824,2
geometry,5.825,1
geometry,5.826,1
geometry,5.827,3
geometry,5.828,2
geometry,5.829,3
geometry,5.831,1
geometry,5.833,2
geometry,5.834,4
geometry,5.836,1
geometry,5.837,1
geometry,5.84,1
geometry,5.841,4
geometry,5.842,2
geometry,5.844,1
geometry,5.845,1
geometry,5.846,1
geometry,5.847,1
geometry,5.848,3
geometry,5.849,1
geometry,5.85,6
geometry,5.851,2
geometry,5.853,3
geometry,5.854,2
geometry,5.856,1
geometry,5.857,3
geometry,5.858,1
geometry,5.859,1
geometry,5.86,1
geometry,5.861,2
geometry,5.862,2
geometry,5.863,3
geometry,5.865,1
geometry,5.866,1
geometry,5.868,2
geometry,5.869,3
geometry,5.87,2
geometry,5.871,1
geometry,5.872,2
geometry,5.875,4
geometry,5.876,2
geometry,5.877,3
geometry,5.878,2
geometry,5.879,3
geometry,5.881,1
geometry,5.882,1
geometry,5.883,3
geometry,5.885,1
geometry,5.886,1
geometry,5.888,1
geometry,5.889,1
geometry,5.89,2
geometry,5.891,2
geometry,5.892,2
geometry,5.895,1
geometry,5.896,1
geometry,5.897,2
geometry,5.898,1
geometry,5.899,3
geometry,5.9,2
geometry,5.901,1
geometry,5.902,1
geometry,5.903,1
geometry,5.904,1
geometry,5.905,2
geometry,5.906,1
geometry,5.907,2
geometry,5.909,1
geometry,5.91,6
geometry,5.911,1
geometry,5.912,1
geometry,5.913,2
geometry,5.915,2
geometry,5.917,3
geometry,5.918,3
geometry,5.919,4
geometry,5.92,1
geometry,5.922,2
geometry,5.923,1
geometry,5.925,3
geometry,5.928,1
geometry,5.929,1
geometry,5.93,1
geometry,5.931,3
geometry,5.932,1
geometry,5.934,1
geometry,5.935,2
geometry,5.936,1
geometry,5.938,1
geometry,5.939,1
geometry,5.941,2
geometry,5.942,1
geometry,5.944,1
geometry,5.945,2
geometry,5.947,1
geometry,5.948,2
geometry,5.949,3
geometry,5.95,2
geometry,5.951,3
geometry,5.952,1
geometry,5.953,4
geometry,5.954,1
geometry,5.955,1
geometry,5.956,2
geometry,5.958,1
geometry,5.959,4
geometry,5.96,1
geometry,5.961,3
geometry,5.962,1
geometry,5.964,1
geometry,5.965,2
geometry,5.967,1
geometry,5.968,2
geometry,5.969,1
geometry,5.971,1
geometry,5.972,1
geometry,5.973,3
geometry,5.975,3
geometry,5.976,1
geometry,5.977,1
geometry,5.978,1
geometry,5.979,3
geometry,5.98,1
geometry,5.981,1
geometry,5.982,3
geometry,5.983,1
geometry,5.984,2
geometry,5.985,1
geometry,5.986,1
geometry,5.987,5
geometry,5.988,2
geometry,5.99,4
geometry,5.991,3
geometry,5.992,1
geometry,5.993,3
geometry,5.994,2
geometry,5.995,3
geometry,5.996,1
geometry,5.997,4
geometry,5.998,1
geometry,5.999,2
geometry,6.001,1
geometry,6.003,2
geometry,6.005,1
geometry,6.006,1
geometry,6.007,3
geometry,6.008,2
geometry,6.01,4
geometry,6.011,4
geometry,6.013,3
geometry,6.014,2
geometry,6.015,1
geometry,6.016,3
geometry,6.017,1
geometry,6.018,3
geometry,6.019,1
geometry,6.02,2
geometry,6.021,2
geometry,6.022,1
geometry,6.024,3
geometry,6.026,1
geometry,6.027,1
geometry,6.028,1
geometry,6.029,1
geometry,6.031,2
geometry,6.032,3
geometry,6.033,3
geometry,6.034,2
geometry,6.036,2
geometry,6.037,2
geometry,6.039,2
geometry,6.041,2
geometry,6.042,3
geometry,6.043,1
geometry,6.044,2
geometry,6.045,2
geometry,6.046,3
geometry,6.047,1
geometry,6.049,3
geometry,6.05,6
geometry,6.051,1
geometry,6.052,1
geometry,6.053,1
geometry,6.054,3
geometry,6.056,3
geometry,6.058,1
geometry,6.059,2
geometry,6.06,1
geometry,6.061,3
geometry,6.062,1
geometry,6.064,1
geometry,6.065,5
geometry,6.066,1
geometry,6.069,2
geometry,6.07,2
geometry,6.071,3
geometry,6.075,2
geometry,6.076,1
geometry,6.078,2
geometry,6.079,1
geometry,6.08,1
geometry,6.081,1
geometry,6.082,1
geometry,6.083,3
geometry,6.085,1
geometry,6.086,2
geometry,6.087,1
geometry,6.088,1
geometry,6.089,2
geometry,6.091,2
geometry,6.093,2
geometry,6.095,2
geometry,6.096,2
geometry,6.097,1
geometry,6.098,2
geometry,6.099,4
geometry,6.101,1
geometry,6.102,1
geometry,6.105,1
geometry,6.107,1
geometry,6.108,1
geometry,6.111,2
geometry,6.113,1
geometry,6.114,1
geometry,6.115,1
geometry,6.116,1
geometry,6.117,1
geometry,6.118,1
geometry,6.119,1
geometry,6.122,2
geometry,6.124,1
geometry,6.125,2
geometry,6.127,2
geometry,6.129,1
geometry,6.13,1
geometry,6.131,1
geometry,6.132,1
geometry,6.135,1
geometry,6.136,3
geometry,6.137,1
geometry,6.138,3
geometry,6.139,1
geometry,6.141,1
geometry,6.142,1
geometry,6.143,2
geometry,6.144,1
geometry,6.145,1
geometry,6.148,1
geometry,6.149,2
geometry,6.15,1
geometry,6.151,1
geometry,6.152,2
geometry,6.153,3
geometry,6.156,1
geometry,6.157,4
geometry,6.158,2
geometry,6.159,1
geometry,6.162,2
geometry,6.165,6
geometry,6.166,1
geometry,6.169,2
geometry,6.17,2
geometry,6.171,3
geometry,6.172,2
geometry,6.173,1
geometry,6.174,2
geometry,6.175,4
geometry,6.176,1
geometry,6.177,1
geometry,6.181,2
geometry,6.182,1
geometry,6.183,1
geometry,6.185,1
geometry,6.188,1
geometry,6.189,2
geometry,6.19,1
geometry,6.191,1
geometry,6.192,1
geometry,6.193,1
geometry,6.195,1
geometry,6.196,1
geometry,6.198,1
geometry,6.199,1
geometry,6.2,1
geometry,6.201,1
geometry,6.203,3
geometry,6.204,2
geometry,6.205,1
geometry,6.206,1
geometry,6.208,2
geometry,6.21,1
geometry,6.212,1
geometry,6.213,1
geometry,6.215,2
geometry,6.217,2
geometry,6.218,1
geometry,6.219,2
geometry,6.22,2
geometry,6.221,3
geometry,6.222,1
geometry,6.223,2
geometry,6.224,1
geometry,6.225,1
geometry,6.227,1
geometry,6.228,1
geometry,6.229,1
geometry,6.231,2
geometry,6.232,3
geometry,6.233,3
geometry,6.234,2
geometry,6.236,2
geometry,6.237,1
geometry,6.238,3
geometry,6.24,1
geometry,6.241,1
geometry,6.242,1
geometry,6.244,1
geometry,6.246,2
geometry,6.247,2
geometry,6.248,2
geometry,6.249,1
geometry,6.25,1
geometry,6.253,5
geometry,6.254,1
geometry,6.255,3
geometry,6.258,1
geometry,6.259,1
geometry,6.26,2
geometry,6.261,1
geometry,6.264,1
geometry,6.265,1
geometry,6.266,3
geometry,6.267,2
geometry,6.268,1
geometry,6.27,1
geometry,6.271,2
geometry,6.272,1
geometry,6.274,1
geometry,6.276,1
geometry,6.278,1
geometry,6.282,1
geometry,6.284,1
geometry,6.288,1
geometry,6.29,2
geometry,6.292,3
geometry,6.293,2
geometry,6.295,1
geometry,6.297,2
geometry,6.298,1
geometry,6.3,4
geometry,6.301,5
geometry,6.302,3
geometry,6.303,3
geometry,6.305,1
geometry,6.307,2
geometry,6.31,1
geometry,6.314,3
geometry,6.316,1
geometry,6.317,1
geometry,6.318,1
geometry,6.319,5
geometry,6.32,1
geometry,6.322,2
geometry,6.323,2
geometry,6.329,1
geometry,6.33,1
geometry,6.332,2
geometry,6.333,2
geometry,6.335,1
geometry,6.336,1
geometry,6.337,1
geometry,6.338,1
geometry,6.342,2
geometry,6.343,1
geometry,6.346,1
geometry,6.347,2
geometry,6.35,2
geometry,6.351,1
geometry,6.353,2
geometry,6.354,1
geometry,6.355,2
geometry,6.356,2
geometry,6.357,2
geometry,6.358,1
geometry,6.36,2
geometry,6.362,1
geometry,6.364,1
geometry,6.365,2
geometry,6.366,4
geometry,6.368,1
geometry,6.369,1
geometry,6.371,2
geometry,6.372,1
geometry,6.373,4
geometry,6.374,2
geometry,6.375,1
geometry,6.376,1
geometry,6.378,2
geometry,6.379,1
geometry,6.381,1
geometry,6.382,1
geometry,6.385,1
geometry,6.386,2
geometry,6.389,3
geometry,6.39,5
geometry,6.392,1
geometry,6.394,1
geometry,6.395,1
geometry,6.396,2
geometry,6.397,1
geometry,6.398,1
geometry,6.4,1
geometry,6.401,2
geometry,6.402,2
geometry,6.405,2
geometry,6.406,1
geometry,6.407,3
geometry,6.408,1
geometry,6.409,2
geometry,6.411,1
geometry,6.412,3
geometry,6.413,3
geometry,6.415,1
geometry,6.416,1
geometry,6.417,4
geometry,6.418,1
geometry,6.419,1
geometry,6.42,1
geometry,6.421,1
geometry,6.422,1
geometry,6.424,3
geometry,6.425,3
geometry,6.426,1
geometry,6.428,2
geometry,6.429,1
geometry,6.431,2
geometry,6.432,2
geometry,6.434,1
geometry,6.435,1
geometry,6.436,1
geometry,6.437,1
geometry,6.44,1
geometry,6.441,1
geometry,6.442,1
geometry,6.443,1
geometry,6.449,1
geometry,6.45,1
geometry,6.451,2
geometry,6.454,2
geometry,6.455,1
geometry,6.458,1
geometry,6.459,2
geometry,6.461,1
geometry,6.462,2
geometry,6.463,2
geometry,6.465,3
geometry,6.466,1
geometry,6.471,3
geometry,6.472,1
geometry,6.474,1
geometry,6.475,1
geometry,6.478,4
geometry,6.479,6
geometry,6.48,3
geometry,6.481,1
geometry,6.485,2
geometry,6.486,1
geometry,6.487,2
geometry,6.488,1
geometry,6.49,4
geometry,6.491,1
geometry,6.493,1
geometry,6.494,2
geometry,6.495,2
geometry,6.497,1
geometry,6.5,4
geometry,6.502,1
geometry,6.503,1
geometry,6.504,1
geometry,6.505,2
geometry,6.507,4
geometry,6.508,2
geometry,6.509,1
geometry,6.511,2
geometry,6.513,1
geometry,6.514,1
geometry,6.515,1
geometry,6.517,1
geometry,6.518,3
geometry,6.52,1
geometry,6.521,2
geometry,6.522,1
geometry,6.524,2
geometry,6.525,1
geometry,6.526,2
geometry,6.527,1
geometry,6.528,2
geometry,6.529,2
geometry,6.53,2
geometry,6.531,2
geometry,6.532,2
geometry,6.533,2
geometry,6.535,1
geometry,6.539,1
geometry,6.54,1
geometry,6.541,2
geometry,6.542,1
geometry,6.543,2
geometry,6.544,1
geometry,6.545,4
geometry,6.547,3
geometry,6.549,1
geometry,6.55,2
geometry,6.552,1
geometry,6.553,2
geometry,6.555,2
geometry,6.556,1
geometry,6.557,2
geometry,6.558,1
geometry,6.559,2
geometry,6.561,1
geometry,6.563,1
geometry,6.564,1
geometry,6.565,1
geometry,6.566,1
geometry,6.567,5
geometry,6.57,1
geometry,6.571,1
geometry,6.572,1
geometry,6.573,2
geometry,6.574,1
geometry,6.575,2
geometry,6.579,2
geometry,6.58,2
geometry,6.583,1
geometry,6.585,2
geometry,6.586,2
geometry,6.588,1
geometry,6.59,1
geometry,6.591,1
geometry,6.592,1
geometry,6.594,1
geometry,6.596,2
geometry,6.597,1
geometry,6.598,1
geometry,6.599,3
geometry,6.601,2
geometry,6.602,1
geometry,6.603,1
geometry,6.604,1
geometry,6.607,2
geometry,6.609,1
geometry,6.611,1
geometry,6.612,1
geometry,6.614,2
geometry,6.615,5
geometry,6.616,1
geometry,6.62,2
geometry,6.622,2
geometry,6.623,1
geometry,6.626,3
geometry,6.63,2
geometry,6.632,1
geometry,6.634,1
geometry,6.636,1
geometry,6.64,2
geometry,6.641,2
geometry,6.643,2
geometry,6.644,1
geometry,6.645,1
geometry,6.646,2
geometry,6.648,1
geometry,6.653,1
geometry,6.654,1
geometry,6.656,1
geometry,6.658,1
geometry,6.659,1
geometry,6.66,1
geometry,6.661,4
geometry,6.662,2
geometry,6.663,1
geometry,6.664,2
geometry,6.667,1
geometry,6.668,2
geometry,6.669,2
geometry,6.671,1
geometry,6.673,5
geometry,6.674,1
geometry,6.675,3
geometry,6.679,1
geometry,6.68,1
geometry,6.681,1
geometry,6.682,1
geometry,6.683,1
geometry,6.687,2
geometry,6.688,1
geometry,6.689,2
geometry,6.691,1
geometry,6.694,1
geometry,6.695,1
geometry,6.698,1
geometry,6.701,1
geometry,6.702,1
geometry,6.703,2
geometry,6.705,2
geometry,6.706,2
geometry,6.708,1
geometry,6.712,2
geometry,6.713,2
geometry,6.715,5
geometry,6.716,1
geometry,6.718,2
geometry,6.719,1
geometry,6.722,1
geometry,6.723,1
geometry,6.725,1
geometry,6.728,1
geometry,6.729,1
geometry,6.73,1
geometry,6.731,2
geometry,6.736,1
geometry,6.737,1
geometry,6.739,2
geometry,6.74,1
geometry,6.741,1
geometry,6.744,1
geometry,6.745,2
geometry,6.746,2
geometry,6.747,1
geometry,6.748,2
geometry,6.749,6
geometry,6.75,1
geometry,6.751,2
geometry,6.752,1
geometry,6.753,2
geometry,6.756,5
geometry,6.757,3
geometry,6.758,3
geometry,6.759,1
geometry,6.76,2
geometry,6.761,2
geometry,6.762,1
geometry,6.764,1
geometry,6.765,2
geometry,6.766,1
geometry,6.767,4
geometry,6.768,2
geometry,6.77,3
geometry,6.771,1
geometry,6.773,2
geometry,6.774,2
geometry,6.775,1
geometry,6.776,1
geometry,6.777,3
geometry,6.778,2
geometry,6.781,1
geometry,6.782,2
geometry,6.784,1
geometry,6.787,1
geometry,6.788,2
geometry,6.789,2
geometry,6.791,1
geometry,6.792,2
geometry,6.793,2
geometry,6.794,1
geometry,6.797,1
geometry,6.798,1
geometry,6.799,2
geometry,6.8,1
geometry,6.803,2
geometry,6.804,2
geometry,6.806,2
geometry,6.807,1
geometry,6.808,1
geometry,6.81,1
geometry,6.811,1
geometry,6.812,2
geometry,6.813,2
geometry,6.816,2
geometry,6.817,1
geometry,6.818,1
geometry,6.82,1
geometry,6.822,1
geometry,6.823,2
geometry,6.824,1
geometry,6.825,1
geometry,6.829,2
geometry,6.83,2
geometry,6.831,2
geometry,6.832,3
geometry,6.834,1
geometry,6.837,1
geometry,6.838,1
geometry,6.84,1
geometry,6.841,1
geometry,6.842,1
geometry,6.844,1
geometry,6.845,1
geometry,6.846,1
geometry,6.847,2
geometry,6.848,1
geometry,6.849,2
geometry,6.851,2
geometry,6.852,2
geometry,6.853,1
geometry,6.854,1
geometry,6.855,1
geometry,6.859,1
geometry,6.86,4
geometry,6.861,1
geometry,6.863,1
geometry,6.865,1
geometry,6.866,1
geometry,6.868,2
geometry,6.87,1
geometry,6.871,3
geometry,6.872,2
geometry,6.873,1
geometry,6.874,3
geometry,6.877,2
geometry,6.879,1
geometry,6.881,1
geometry,6.882,1
geometry,6.884,1
geometry,6.886,2
geometry,6.89,3
geometry,6.893,1
geometry,6.896,1
geometry,6.899,2
geometry,6.905,2
geometry,6.908,1
geometry,6.91,2
geometry,6.913,1
geometry,6.915,1
geometry,6.916,2
geometry,6.917,1
geometry,6.918,1
geometry,6.919,3
geometry,6.92,2
geometry,6.922,1
geometry,6.923,2
geometry,6.925,1
geometry,6.926,1
geometry,6.928,4
geometry,6.929,1
geometry,6.93,1
geometry,6.932,3
geometry,6.936,1
geometry,6.938,1
geometry,6.939,1
geometry,6.94,1
geometry,6.941,1
geometry,6.942,1
geometry,6.944,1
geometry,6.945,1
geometry,6.947,2
geometry,6.948,1
geometry,6.951,1
geometry,6.952,1
geometry,6.953,1
geometry,6.954,1
geometry,6.956,1
geometry,6.958,1
geometry,6.961,1
geometry,6.962,2
geometry,6.964,2
geometry,6.965,3
geometry,6.967,1
geometry,6.968,1
geometry,6.97,1
geometry,6.971,2
geometry,6.972,1
geometry,6.973,1
geometry,6.974,4
geometry,6.975,2
geometry,6.976,1
geometry,6.978,3
geometry,6.98,1
geometry,6.982,2
geometry,6.984,1
geometry,6.985,1
geometry,6.986,1
geometry,6.987,1
geometry,6.988,1
geometry,6.99,1
geometry,6.991,1
geometry,6.992,1
geometry,6.995,1
geometry,6.997,1
geometry,6.998,1
geometry,6.999,2
geometry,7.002,1
geometry,7.006,1
geometry,7.008,2
geometry,7.012,2
geometry,7.013,3
geometry,7.017,1
geometry,7.018,1
geometry,7.02,3
geometry,7.021,2
geometry,7.023,1
geometry,7.024,1
geometry,7.025,1
geometry,7.026,1
geometry,7.031,1
geometry,7.032,4
geometry,7.033,1
geometry,7.035,1
geometry,7.042,2
geometry,7.043,1
geometry,7.045,1
geometry,7.047,2
geometry,7.048,3
geometry,7.049,2
geometry,7.05,1
geometry,7.053,1
geometry,7.054,1
geometry,7.056,1
geometry,7.057,1
geometry,7.058,1
geometry,7.059,1
geometry,7.062,1
geometry,7.063,1
geometry,7.065,2
geometry,7.067,1
geometry,7.068,1
geometry,7.072,1
geometry,7.074,2
geometry,7.075,3
geometry,7.08,1
geometry,7.081,1
geometry,7.082,3
geometry,7.083,1
geometry,7.085,1
geometry,7.086,2
geometry,7.088,3
geometry,7.093,2
geometry,7.095,1
geometry,7.096,2
geometry,7.097,2
geometry,7.098,1
geometry,7.099,1
geometry,7.101,1
geometry,7.104,1
geometry,7.105,1
geometry,7.107,2
geometry,7.108,1
geometry,7.11,1
geometry,7.112,1
geometry,7.113,1
geometry,7.114,1
geometry,7.115,2
geometry,7.117,1
geometry,7.119,1
geometry,7.121,2
geometry,7.126,1
geometry,7.128,2
geometry,7.129,1
geometry,7.13,1
geometry,7.135,3
geometry,7.136,1
geometry,7.139,1
geometry,7.141,2
geometry,7.143,2
geometry,7.145,1
geometry,7.146,1
geometry,7.15,1
geometry,7.153,1
geometry,7.159,1
geometry,7.16,1
geometry,7.161,1
geometry,7.163,2
geometry,7.165,1
geometry,7.167,1
geometry,7.168,1
geometry,7.169,2
geometry,7.171,1
geometry,7.172,1
geometry,7.173,2
geometry,7.179,1
geometry,7.18,1
geometry,7.183,3
geometry,7.184,1
geometry,7.187,1
geometry,7.188,2
geometry,7.189,1
geometry,7.197,1
geometry,7.199,1
geometry,7.203,1
geometry,7.209,1
geometry,7.211,1
geometry,7.213,1
geometry,7.215,2
geometry,7.216,2
geometry,7.217,1
geometry,7.218,1
geometry,7.219,1
geometry,7.22,2
geometry,7.221,1
geometry,7.225,1
geometry,7.23,1
geometry,7.234,1
geometry,7.235,2
geometry,7.239,1
geometry,7.24,1
geometry,7.243,2
geometry,7.244,1
geometry,7.245,2
geometry,7.246,1
geometry,7.247,1
geometry,7.248,1
geometry,7.249,1
geometry,7.25,2
geometry,7.252,3
geometry,7.258,1
geometry,7.26,1
geometry,7.261,1
geometry,7.263,1
geometry,7.264,1
geometry,7.265,1
geometry,7.267,1
geometry,7.27,1
geometry,7.271,1
geometry,7.273,2
geometry,7.278,2
geometry,7.28,3
geometry,7.282,2
geometry,7.284,1
geometry,7.286,1
geometry,7.287,1
geometry,7.289,2
geometry,7.29,1
geometry,7.293,1
geometry,7.295,1
geometry,7.296,1
geometry,7.297,1
geometry,7.298,1
geometry,7.301,2
geometry,7.305,1
geometry,7.306,1
geometry,7.313,1
geometry,7.314,1
geometry,7.316,1
geometry,7.318,2
geometry,7.321,1
geometry,7.323,1
geometry,7.325,1
geometry,7.326,1
geometry,7.328,2
geometry,7.329,1
geometry,7.33,1
geometry,7.331,2
geometry,7.332,1
geometry,7.333,1
geometry,7.334,1
geometry,7.343,2
geometry,7.344,1
geometry,7.345,1
geometry,7.346,1
geometry,7.347,2
geometry,7.35,1
geometry,7.351,1
geometry,7.353,2
geometry,7.355,1
geometry,7.356,2
geometry,7.36,1
geometry,7.361,1
geometry,7.363,1
geometry,7.365,1
geometry,7.37,1
geometry,7.373,2
geometry,7.374,1
geometry,7.376,1
geometry,7.38,1
geometry,7.384,3
geometry,7.388,1
geometry,7.389,3
geometry,7.39,1
geometry,7.392,1
geometry,7.393,1
geometry,7.399,1
geometry,7.4,2
geometry,7.403,1
geometry,7.409,2
geometry,7.41,1
geometry,7.412,1
geometry,7.413,3
geometry,7.414,2
geometry,7.415,2
geometry,7.418,1
geometry,7.42,1
geometry,7.421,1
geometry,7.425,1
geometry,7.426,1
geometry,7.428,2
geometry,7.429,1
geometry,7.43,1
geometry,7.436,1
geometry,7.437,1
geometry,7.439,1
geometry,7.44,1
geometry,7.443,1
geometry,7.446,1
geometry,7.447,3
geometry,7.449,2
geometry,7.452,1
geometry,7.458,1
geometry,7.459,1
geometry,7.46,2
geometry,7.461,2
geometry,7.463,1
geometry,7.464,1
